IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.219.191.40,8080,false,SIN,Asia Pacific,Singapore,221 ms,4355 kB/s
47.237.81.112,2086,false,SIN,Asia Pacific,Singapore,236 ms,4347 kB/s
47.236.144.156,2052,false,SIN,Asia Pacific,Singapore,232 ms,4345 kB/s
47.236.144.196,2086,false,SIN,Asia Pacific,Singapore,232 ms,4343 kB/s
47.237.95.140,80,false,SIN,Asia Pacific,Singapore,224 ms,4325 kB/s
47.237.10.1,2052,false,SIN,Asia Pacific,Singapore,242 ms,4324 kB/s
47.236.144.196,2052,false,SIN,Asia Pacific,Singapore,240 ms,4305 kB/s
47.236.144.196,8080,false,SIN,Asia Pacific,Singapore,222 ms,4299 kB/s
47.236.165.25,8880,false,SIN,Asia Pacific,Singapore,220 ms,4299 kB/s
47.236.144.48,2086,false,SIN,Asia Pacific,Singapore,220 ms,4298 kB/s
47.237.14.220,2095,false,SIN,Asia Pacific,Singapore,224 ms,4289 kB/s
47.76.77.103,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,4281 kB/s
47.237.81.112,2052,false,SIN,Asia Pacific,Singapore,231 ms,4274 kB/s
47.236.169.164,2082,false,SIN,Asia Pacific,Singapore,256 ms,4269 kB/s
8.219.67.133,80,false,SIN,Asia Pacific,Singapore,224 ms,4267 kB/s
47.236.102.102,8080,false,SIN,Asia Pacific,Singapore,242 ms,4265 kB/s
47.236.170.54,2095,false,SIN,Asia Pacific,Singapore,238 ms,4263 kB/s
47.236.166.131,80,false,SIN,Asia Pacific,Singapore,226 ms,4260 kB/s
47.236.117.48,2086,false,SIN,Asia Pacific,Singapore,246 ms,4259 kB/s
47.237.95.156,2052,false,SIN,Asia Pacific,Singapore,215 ms,4244 kB/s
8.222.136.247,2052,false,SIN,Asia Pacific,Singapore,235 ms,4237 kB/s
47.237.11.182,2052,false,SIN,Asia Pacific,Singapore,231 ms,4232 kB/s
47.237.95.146,8880,false,SIN,Asia Pacific,Singapore,239 ms,4214 kB/s
47.236.118.216,8080,false,SIN,Asia Pacific,Singapore,247 ms,4214 kB/s
47.237.82.15,2052,false,SIN,Asia Pacific,Singapore,232 ms,4207 kB/s
47.236.118.216,80,false,SIN,Asia Pacific,Singapore,247 ms,4207 kB/s
8.219.66.156,2082,false,NRT,Asia Pacific,Tokyo,297 ms,4206 kB/s
8.222.136.247,2082,false,SIN,Asia Pacific,Singapore,232 ms,4185 kB/s
47.236.144.48,80,false,SIN,Asia Pacific,Singapore,228 ms,4177 kB/s
47.236.169.141,2082,false,SIN,Asia Pacific,Singapore,225 ms,4171 kB/s
47.237.83.20,2082,false,SIN,Asia Pacific,Singapore,227 ms,4168 kB/s
8.219.87.30,2082,false,SIN,Asia Pacific,Singapore,223 ms,4161 kB/s
47.236.118.216,2095,false,SIN,Asia Pacific,Singapore,238 ms,4159 kB/s
47.237.14.220,2082,false,SIN,Asia Pacific,Singapore,233 ms,4150 kB/s
47.237.86.185,80,false,SIN,Asia Pacific,Singapore,225 ms,4145 kB/s
47.237.84.173,8080,false,SIN,Asia Pacific,Singapore,230 ms,4141 kB/s
47.237.95.13,2086,false,SIN,Asia Pacific,Singapore,222 ms,4141 kB/s
47.236.121.23,8880,false,SIN,Asia Pacific,Singapore,233 ms,4137 kB/s
47.236.150.13,2082,false,SIN,Asia Pacific,Singapore,239 ms,4136 kB/s
47.237.84.173,2082,false,SIN,Asia Pacific,Singapore,225 ms,4135 kB/s
47.236.123.133,80,false,SIN,Asia Pacific,Singapore,248 ms,4131 kB/s
47.237.94.140,8080,false,SIN,Asia Pacific,Singapore,250 ms,4130 kB/s
8.222.144.50,8880,false,SIN,Asia Pacific,Singapore,231 ms,4130 kB/s
47.88.85.197,2095,false,SJC,North America,San Jose,175 ms,4127 kB/s
47.236.150.13,2086,false,SIN,Asia Pacific,Singapore,229 ms,4123 kB/s
47.236.104.11,80,false,SIN,Asia Pacific,Singapore,222 ms,4118 kB/s
8.222.208.38,2086,false,SIN,Asia Pacific,Singapore,222 ms,4116 kB/s
47.236.254.120,80,false,SIN,Asia Pacific,Singapore,232 ms,4114 kB/s
47.237.95.146,8080,false,SIN,Asia Pacific,Singapore,250 ms,4101 kB/s
47.236.158.158,80,false,SIN,Asia Pacific,Singapore,225 ms,4093 kB/s
8.219.177.205,8080,false,SIN,Asia Pacific,Singapore,223 ms,4092 kB/s
47.237.95.140,8080,false,SIN,Asia Pacific,Singapore,225 ms,4089 kB/s
8.219.122.55,2082,false,SIN,Asia Pacific,Singapore,227 ms,4088 kB/s
47.236.144.156,2086,false,SIN,Asia Pacific,Singapore,227 ms,4087 kB/s
47.237.100.206,2095,false,SIN,Asia Pacific,Singapore,229 ms,4087 kB/s
47.236.102.102,2052,false,SIN,Asia Pacific,Singapore,249 ms,4081 kB/s
8.219.153.237,2086,false,NRT,Asia Pacific,Tokyo,292 ms,4078 kB/s
47.237.92.26,2052,false,SIN,Asia Pacific,Singapore,259 ms,4067 kB/s
47.237.10.1,8880,false,SIN,Asia Pacific,Singapore,230 ms,4066 kB/s
47.236.237.90,2086,false,SIN,Asia Pacific,Singapore,225 ms,4063 kB/s
47.236.93.176,8080,false,SIN,Asia Pacific,Singapore,244 ms,4061 kB/s
47.237.95.156,2095,false,SIN,Asia Pacific,Singapore,230 ms,4058 kB/s
47.237.86.185,8880,false,SIN,Asia Pacific,Singapore,225 ms,4056 kB/s
47.236.121.23,2082,false,SIN,Asia Pacific,Singapore,227 ms,4056 kB/s
47.237.94.140,2095,false,SIN,Asia Pacific,Singapore,225 ms,4056 kB/s
47.236.150.13,2095,false,SIN,Asia Pacific,Singapore,231 ms,4045 kB/s
47.236.10.100,8880,false,SIN,Asia Pacific,Singapore,252 ms,4040 kB/s
47.237.0.31,80,false,SIN,Asia Pacific,Singapore,231 ms,4031 kB/s
8.219.66.156,8080,false,NRT,Asia Pacific,Tokyo,309 ms,4030 kB/s
47.236.87.246,2086,false,SIN,Asia Pacific,Singapore,224 ms,4019 kB/s
47.237.83.20,8880,false,SIN,Asia Pacific,Singapore,237 ms,4012 kB/s
47.237.14.220,8880,false,SIN,Asia Pacific,Singapore,221 ms,3999 kB/s
47.236.102.102,2082,false,SIN,Asia Pacific,Singapore,247 ms,3998 kB/s
47.236.205.188,8880,false,SIN,Asia Pacific,Singapore,245 ms,3996 kB/s
47.236.17.193,2082,false,SIN,Asia Pacific,Singapore,229 ms,3996 kB/s
47.236.145.85,80,false,SIN,Asia Pacific,Singapore,241 ms,3992 kB/s
47.236.149.107,2052,false,SIN,Asia Pacific,Singapore,228 ms,3991 kB/s
47.236.80.110,2086,false,SIN,Asia Pacific,Singapore,246 ms,3986 kB/s
47.236.10.100,2052,false,SIN,Asia Pacific,Singapore,221 ms,3983 kB/s
47.236.123.133,8080,false,SIN,Asia Pacific,Singapore,248 ms,3982 kB/s
47.237.100.206,8080,false,SIN,Asia Pacific,Singapore,227 ms,3977 kB/s
8.219.210.57,2082,false,SIN,Asia Pacific,Singapore,238 ms,3974 kB/s
47.236.169.15,2095,false,SIN,Asia Pacific,Singapore,224 ms,3973 kB/s
47.236.83.239,8080,false,SIN,Asia Pacific,Singapore,233 ms,3970 kB/s
47.76.77.103,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,3967 kB/s
47.236.172.95,2082,false,SIN,Asia Pacific,Singapore,227 ms,3964 kB/s
47.236.174.206,2052,false,SIN,Asia Pacific,Singapore,240 ms,3963 kB/s
47.236.117.48,2052,false,SIN,Asia Pacific,Singapore,255 ms,3959 kB/s
47.236.169.15,8080,false,SIN,Asia Pacific,Singapore,226 ms,3954 kB/s
47.236.118.216,2086,false,SIN,Asia Pacific,Singapore,246 ms,3953 kB/s
47.236.121.23,2095,false,SIN,Asia Pacific,Singapore,227 ms,3951 kB/s
47.236.104.11,2052,false,SIN,Asia Pacific,Singapore,245 ms,3939 kB/s
47.236.10.100,80,false,SIN,Asia Pacific,Singapore,245 ms,3936 kB/s
47.237.86.185,2052,false,SIN,Asia Pacific,Singapore,230 ms,3933 kB/s
47.236.171.205,2086,false,SIN,Asia Pacific,Singapore,233 ms,3930 kB/s
8.219.177.205,80,false,SIN,Asia Pacific,Singapore,221 ms,3923 kB/s
47.236.144.208,2052,false,SIN,Asia Pacific,Singapore,232 ms,3920 kB/s
8.219.210.57,2086,false,SIN,Asia Pacific,Singapore,233 ms,3891 kB/s
47.236.169.164,8080,false,SIN,Asia Pacific,Singapore,230 ms,3890 kB/s
47.236.121.23,2052,false,SIN,Asia Pacific,Singapore,230 ms,3889 kB/s
47.237.11.182,2095,false,SIN,Asia Pacific,Singapore,220 ms,3880 kB/s
47.236.80.110,8080,false,SIN,Asia Pacific,Singapore,245 ms,3876 kB/s
47.236.75.113,8880,false,SIN,Asia Pacific,Singapore,232 ms,3876 kB/s
47.237.100.206,8880,false,SIN,Asia Pacific,Singapore,238 ms,3874 kB/s
47.237.94.140,2052,false,SIN,Asia Pacific,Singapore,221 ms,3870 kB/s
47.237.81.112,2095,false,SIN,Asia Pacific,Singapore,233 ms,3868 kB/s
8.219.153.237,8880,false,NRT,Asia Pacific,Tokyo,297 ms,3864 kB/s
47.237.14.220,2052,false,SIN,Asia Pacific,Singapore,225 ms,3855 kB/s
47.237.8.82,2082,false,SIN,Asia Pacific,Singapore,239 ms,3853 kB/s
47.237.83.20,2086,false,SIN,Asia Pacific,Singapore,221 ms,3849 kB/s
47.237.11.182,2086,false,SIN,Asia Pacific,Singapore,244 ms,3842 kB/s
47.236.150.13,2052,false,SIN,Asia Pacific,Singapore,226 ms,3841 kB/s
47.236.169.164,2086,false,SIN,Asia Pacific,Singapore,219 ms,3837 kB/s
47.236.118.216,2082,false,SIN,Asia Pacific,Singapore,241 ms,3833 kB/s
8.222.164.209,80,false,SIN,Asia Pacific,Singapore,222 ms,3827 kB/s
47.237.14.220,2086,false,SIN,Asia Pacific,Singapore,248 ms,3826 kB/s
47.237.86.185,2086,false,SIN,Asia Pacific,Singapore,228 ms,3812 kB/s
47.236.149.107,8880,false,SIN,Asia Pacific,Singapore,225 ms,3810 kB/s
47.236.145.85,2052,false,SIN,Asia Pacific,Singapore,225 ms,3807 kB/s
47.236.167.231,8880,false,SIN,Asia Pacific,Singapore,257 ms,3801 kB/s
47.237.86.185,8080,false,SIN,Asia Pacific,Singapore,230 ms,3781 kB/s
8.219.177.205,8880,false,SIN,Asia Pacific,Singapore,217 ms,3764 kB/s
47.236.165.25,2082,false,SIN,Asia Pacific,Singapore,220 ms,3758 kB/s
47.236.118.216,2052,false,SIN,Asia Pacific,Singapore,225 ms,3748 kB/s
47.236.202.91,80,false,SIN,Asia Pacific,Singapore,254 ms,3742 kB/s
47.236.254.120,2052,false,SIN,Asia Pacific,Singapore,243 ms,3741 kB/s
47.236.168.17,80,false,SIN,Asia Pacific,Singapore,223 ms,3737 kB/s
47.236.144.156,80,false,SIN,Asia Pacific,Singapore,235 ms,3735 kB/s
8.222.136.247,80,false,SIN,Asia Pacific,Singapore,225 ms,3722 kB/s
8.219.191.40,8880,false,SIN,Asia Pacific,Singapore,224 ms,3719 kB/s
47.236.167.231,8080,false,SIN,Asia Pacific,Singapore,233 ms,3713 kB/s
47.236.144.156,2095,false,SIN,Asia Pacific,Singapore,259 ms,3712 kB/s
47.237.92.26,8080,false,SIN,Asia Pacific,Singapore,249 ms,3682 kB/s
47.236.171.205,2052,false,SIN,Asia Pacific,Singapore,248 ms,3663 kB/s
8.222.136.247,8880,false,SIN,Asia Pacific,Singapore,224 ms,3650 kB/s
47.236.104.11,8080,false,SIN,Asia Pacific,Singapore,235 ms,3643 kB/s
8.219.177.205,2086,false,SIN,Asia Pacific,Singapore,232 ms,3625 kB/s
47.236.172.71,80,false,SIN,Asia Pacific,Singapore,235 ms,3614 kB/s
8.219.4.122,8080,false,SIN,Asia Pacific,Singapore,232 ms,3587 kB/s
8.219.87.30,2086,false,SIN,Asia Pacific,Singapore,230 ms,3569 kB/s
47.236.166.131,8080,false,SIN,Asia Pacific,Singapore,243 ms,3530 kB/s
8.219.153.237,8080,false,NRT,Asia Pacific,Tokyo,296 ms,3503 kB/s
8.219.87.30,8880,false,SIN,Asia Pacific,Singapore,227 ms,3488 kB/s
8.219.87.30,80,false,SIN,Asia Pacific,Singapore,237 ms,3488 kB/s
8.219.66.156,2052,false,NRT,Asia Pacific,Tokyo,295 ms,3487 kB/s
8.219.4.122,2095,false,SIN,Asia Pacific,Singapore,243 ms,3476 kB/s
47.236.146.249,2082,false,SIN,Asia Pacific,Singapore,228 ms,3423 kB/s
8.219.66.156,80,false,NRT,Asia Pacific,Tokyo,295 ms,3408 kB/s
47.90.141.204,80,false,LAX,North America,Los Angeles,253 ms,3408 kB/s
8.219.210.57,8080,false,SIN,Asia Pacific,Singapore,222 ms,3404 kB/s
8.219.66.156,2086,false,NRT,Asia Pacific,Tokyo,284 ms,3391 kB/s
47.236.125.62,8880,false,NRT,Asia Pacific,Tokyo,299 ms,3389 kB/s
47.237.11.182,8080,false,SIN,Asia Pacific,Singapore,234 ms,3369 kB/s
8.219.6.150,2086,false,SIN,Asia Pacific,Singapore,239 ms,3360 kB/s
47.237.95.146,80,false,SIN,Asia Pacific,Singapore,227 ms,3347 kB/s
47.236.149.107,2086,false,SIN,Asia Pacific,Singapore,229 ms,3309 kB/s
47.236.169.141,8080,false,SIN,Asia Pacific,Singapore,226 ms,3287 kB/s
8.219.6.150,8080,false,SIN,Asia Pacific,Singapore,243 ms,3286 kB/s
47.236.17.193,2086,false,SIN,Asia Pacific,Singapore,237 ms,3279 kB/s
47.76.77.103,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,3267 kB/s
47.236.174.206,2082,false,SIN,Asia Pacific,Singapore,228 ms,3266 kB/s
47.236.93.176,8880,false,SIN,Asia Pacific,Singapore,226 ms,3260 kB/s
47.237.14.220,80,false,SIN,Asia Pacific,Singapore,236 ms,3244 kB/s
47.237.95.146,2082,false,SIN,Asia Pacific,Singapore,222 ms,3236 kB/s
8.219.142.191,2082,false,SIN,Asia Pacific,Singapore,228 ms,3227 kB/s
47.237.94.140,8880,false,SIN,Asia Pacific,Singapore,225 ms,3222 kB/s
47.236.174.206,80,false,SIN,Asia Pacific,Singapore,219 ms,3207 kB/s
47.76.77.103,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,3186 kB/s
47.236.125.62,2082,false,NRT,Asia Pacific,Tokyo,313 ms,3184 kB/s
47.236.171.205,2095,false,SIN,Asia Pacific,Singapore,232 ms,3182 kB/s
47.237.95.140,2052,false,SIN,Asia Pacific,Singapore,227 ms,3159 kB/s
47.236.150.13,8080,false,SIN,Asia Pacific,Singapore,223 ms,3130 kB/s
8.219.122.55,8080,false,SIN,Asia Pacific,Singapore,243 ms,3118 kB/s
47.236.172.95,8880,false,SIN,Asia Pacific,Singapore,245 ms,3117 kB/s
47.236.146.249,2086,false,SIN,Asia Pacific,Singapore,229 ms,3095 kB/s
47.236.172.95,2052,false,SIN,Asia Pacific,Singapore,231 ms,3081 kB/s
47.76.77.103,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,3070 kB/s
8.219.191.40,2082,false,SIN,Asia Pacific,Singapore,243 ms,3056 kB/s
47.236.237.90,8880,false,SIN,Asia Pacific,Singapore,223 ms,3030 kB/s
47.236.93.176,2086,false,SIN,Asia Pacific,Singapore,226 ms,3012 kB/s
47.236.93.176,2052,false,SIN,Asia Pacific,Singapore,233 ms,2994 kB/s
47.237.14.220,8080,false,SIN,Asia Pacific,Singapore,227 ms,2981 kB/s
47.236.174.206,2086,false,SIN,Asia Pacific,Singapore,227 ms,2914 kB/s
8.219.153.237,80,false,NRT,Asia Pacific,Tokyo,319 ms,2875 kB/s
47.237.94.140,2086,false,SIN,Asia Pacific,Singapore,239 ms,2829 kB/s
47.236.80.110,2082,false,SIN,Asia Pacific,Singapore,235 ms,2812 kB/s
47.236.170.225,8880,false,SIN,Asia Pacific,Singapore,234 ms,2790 kB/s
8.219.107.135,2095,false,SIN,Asia Pacific,Singapore,233 ms,2717 kB/s
47.236.75.113,8080,false,SIN,Asia Pacific,Singapore,232 ms,2716 kB/s
47.236.125.62,2086,false,NRT,Asia Pacific,Tokyo,306 ms,2609 kB/s
47.236.237.90,8080,false,SIN,Asia Pacific,Singapore,227 ms,2587 kB/s
47.236.125.62,2052,false,NRT,Asia Pacific,Tokyo,307 ms,2569 kB/s
8.219.107.135,2052,false,SIN,Asia Pacific,Singapore,231 ms,2563 kB/s
47.236.158.158,2086,false,SIN,Asia Pacific,Singapore,225 ms,2421 kB/s
8.219.124.227,2095,false,SIN,Asia Pacific,Singapore,219 ms,2376 kB/s
47.236.253.41,2086,false,SIN,Asia Pacific,Singapore,236 ms,2347 kB/s
47.236.93.176,80,false,SIN,Asia Pacific,Singapore,226 ms,2339 kB/s
47.236.170.225,2052,false,SIN,Asia Pacific,Singapore,228 ms,2332 kB/s
47.236.253.41,2082,false,SIN,Asia Pacific,Singapore,238 ms,2330 kB/s
47.236.253.41,2095,false,SIN,Asia Pacific,Singapore,221 ms,2271 kB/s
47.236.172.95,2086,false,SIN,Asia Pacific,Singapore,246 ms,2266 kB/s
47.236.17.193,80,false,SIN,Asia Pacific,Singapore,224 ms,2235 kB/s
47.236.237.90,2095,false,SIN,Asia Pacific,Singapore,237 ms,2233 kB/s
8.219.6.150,80,false,SIN,Asia Pacific,Singapore,233 ms,2178 kB/s
8.219.177.205,2052,false,SIN,Asia Pacific,Singapore,223 ms,2177 kB/s
47.236.144.48,2052,false,SIN,Asia Pacific,Singapore,235 ms,2100 kB/s
47.236.10.100,2095,false,SIN,Asia Pacific,Singapore,221 ms,2042 kB/s
8.219.191.110,2082,false,SIN,Asia Pacific,Singapore,242 ms,2011 kB/s
47.236.254.120,8080,false,SIN,Asia Pacific,Singapore,229 ms,2002 kB/s
47.236.170.225,8080,false,SIN,Asia Pacific,Singapore,228 ms,1974 kB/s
8.219.191.110,2095,false,SIN,Asia Pacific,Singapore,226 ms,1930 kB/s
47.236.93.176,2095,false,SIN,Asia Pacific,Singapore,225 ms,1856 kB/s
8.219.66.156,2095,false,NRT,Asia Pacific,Tokyo,296 ms,1826 kB/s
47.236.9.152,2052,false,SIN,Asia Pacific,Singapore,225 ms,1819 kB/s
8.219.210.57,80,false,SIN,Asia Pacific,Singapore,233 ms,1807 kB/s
8.219.142.191,8880,false,SIN,Asia Pacific,Singapore,226 ms,1770 kB/s
8.219.122.55,80,false,SIN,Asia Pacific,Singapore,229 ms,1755 kB/s
8.219.191.40,2052,false,SIN,Asia Pacific,Singapore,239 ms,1743 kB/s
47.236.17.193,8080,false,SIN,Asia Pacific,Singapore,237 ms,1713 kB/s
47.236.237.90,80,false,SIN,Asia Pacific,Singapore,240 ms,1675 kB/s
47.236.17.193,2095,false,SIN,Asia Pacific,Singapore,242 ms,1661 kB/s
8.219.107.135,80,false,SIN,Asia Pacific,Singapore,221 ms,1650 kB/s
8.219.142.191,2052,false,SIN,Asia Pacific,Singapore,234 ms,1627 kB/s
8.219.124.227,2086,false,SIN,Asia Pacific,Singapore,238 ms,1623 kB/s
8.219.122.55,2086,false,SIN,Asia Pacific,Singapore,226 ms,1592 kB/s
47.236.253.41,8880,false,SIN,Asia Pacific,Singapore,243 ms,1578 kB/s
47.236.253.41,80,false,SIN,Asia Pacific,Singapore,234 ms,1576 kB/s
8.219.191.110,2052,false,SIN,Asia Pacific,Singapore,228 ms,1562 kB/s
8.219.6.150,2082,false,SIN,Asia Pacific,Singapore,218 ms,1410 kB/s
8.219.124.227,80,false,SIN,Asia Pacific,Singapore,236 ms,1406 kB/s
8.219.6.150,2052,false,SIN,Asia Pacific,Singapore,222 ms,1313 kB/s
47.236.202.91,2052,false,SIN,Asia Pacific,Singapore,236 ms,1286 kB/s
8.219.107.135,2086,false,SIN,Asia Pacific,Singapore,235 ms,1282 kB/s
8.219.124.227,8880,false,SIN,Asia Pacific,Singapore,228 ms,1242 kB/s
47.76.146.1,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,1125 kB/s
47.236.17.193,8880,false,SIN,Asia Pacific,Singapore,228 ms,1086 kB/s
47.76.146.1,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,966 kB/s
8.219.107.135,8080,false,SIN,Asia Pacific,Singapore,239 ms,949 kB/s
8.209.119.190,80,false,SJC,North America,San Jose,279 ms,893 kB/s
47.236.174.206,8880,false,SIN,Asia Pacific,Singapore,239 ms,886 kB/s
8.219.107.135,8880,false,SIN,Asia Pacific,Singapore,226 ms,860 kB/s
47.236.174.206,2095,false,SIN,Asia Pacific,Singapore,246 ms,795 kB/s
8.210.207.214,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,684 kB/s
8.210.207.214,2052,false,HKG,Asia Pacific,Hong Kong,60 ms,657 kB/s
8.219.142.191,2095,false,SIN,Asia Pacific,Singapore,246 ms,646 kB/s
47.236.180.51,2052,false,SIN,Asia Pacific,Singapore,247 ms,553 kB/s
8.210.207.214,80,false,HKG,Asia Pacific,Hong Kong,60 ms,549 kB/s
47.236.254.120,2095,false,SIN,Asia Pacific,Singapore,238 ms,446 kB/s
8.219.177.205,2082,false,SIN,Asia Pacific,Singapore,223 ms,429 kB/s
8.219.124.227,2052,false,SIN,Asia Pacific,Singapore,247 ms,384 kB/s
47.57.245.232,80,false,SJC,North America,San Jose,67 ms,376 kB/s
8.219.6.150,2095,false,SIN,Asia Pacific,Singapore,215 ms,353 kB/s
47.76.94.15,80,false,HKG,Asia Pacific,Hong Kong,58 ms,351 kB/s
47.236.254.120,2086,false,SIN,Asia Pacific,Singapore,242 ms,288 kB/s
8.212.41.98,8080,false,SJC,North America,San Jose,64 ms,96 kB/s
8.212.12.98,80,false,HKG,Asia Pacific,Hong Kong,71 ms,78 kB/s
8.210.207.214,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,36 kB/s
47.57.13.107,80,false,HKG,Asia Pacific,Hong Kong,69 ms,9 kB/s
8.212.41.98,80,false,SIN,Asia Pacific,Singapore,69 ms,0 kB/s
8.210.207.214,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
8.219.122.55,2052,false,SIN,Asia Pacific,Singapore,232 ms,0 kB/s
47.236.166.131,2082,false,SIN,Asia Pacific,Singapore,221 ms,0 kB/s
47.236.168.17,2052,false,SIN,Asia Pacific,Singapore,225 ms,0 kB/s
47.236.145.85,2095,false,SIN,Asia Pacific,Singapore,241 ms,0 kB/s
8.210.207.214,8080,false,HKG,Asia Pacific,Hong Kong,55 ms,0 kB/s
8.210.207.214,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.76.94.15,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.219.191.110,2086,false,SIN,Asia Pacific,Singapore,231 ms,0 kB/s
47.236.254.120,8880,false,SIN,Asia Pacific,Singapore,227 ms,0 kB/s
