IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.236.205.188,2052,false,SIN,Asia Pacific,Singapore,242 ms,4615 kB/s
47.236.87.246,8880,false,SIN,Asia Pacific,Singapore,234 ms,4614 kB/s
8.219.237.250,2086,false,SIN,Asia Pacific,Singapore,227 ms,4613 kB/s
47.237.14.220,2052,false,SIN,Asia Pacific,Singapore,240 ms,4596 kB/s
47.236.83.239,2082,false,SIN,Asia Pacific,Singapore,225 ms,4590 kB/s
47.236.171.205,2082,false,SIN,Asia Pacific,Singapore,241 ms,4584 kB/s
47.236.171.205,80,false,SIN,Asia Pacific,Singapore,240 ms,4578 kB/s
47.236.9.152,2086,false,SIN,Asia Pacific,Singapore,220 ms,4574 kB/s
47.237.11.182,8080,false,SIN,Asia Pacific,Singapore,224 ms,4572 kB/s
47.236.170.54,8080,false,SIN,Asia Pacific,Singapore,222 ms,4570 kB/s
47.236.150.13,80,false,SIN,Asia Pacific,Singapore,231 ms,4559 kB/s
47.236.237.90,2052,false,SIN,Asia Pacific,Singapore,236 ms,4557 kB/s
47.236.123.133,2086,false,SIN,Asia Pacific,Singapore,245 ms,4541 kB/s
47.236.165.25,8880,false,SIN,Asia Pacific,Singapore,223 ms,4528 kB/s
47.236.75.113,2082,false,SIN,Asia Pacific,Singapore,226 ms,4515 kB/s
47.236.5.223,2095,false,SIN,Asia Pacific,Singapore,242 ms,4505 kB/s
8.222.150.197,8880,false,SIN,Asia Pacific,Singapore,236 ms,4500 kB/s
47.236.146.249,2052,false,SIN,Asia Pacific,Singapore,228 ms,4494 kB/s
47.237.83.20,2086,false,SIN,Asia Pacific,Singapore,236 ms,4492 kB/s
47.236.87.246,2095,false,SIN,Asia Pacific,Singapore,241 ms,4489 kB/s
47.236.123.133,8880,false,SIN,Asia Pacific,Singapore,230 ms,4484 kB/s
47.237.95.140,2052,false,SIN,Asia Pacific,Singapore,223 ms,4482 kB/s
47.236.10.182,2082,false,SIN,Asia Pacific,Singapore,227 ms,4472 kB/s
47.76.94.15,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,4471 kB/s
47.236.174.206,8080,false,SIN,Asia Pacific,Singapore,232 ms,4467 kB/s
47.237.0.31,2095,false,SIN,Asia Pacific,Singapore,224 ms,4455 kB/s
47.236.104.11,2095,false,SIN,Asia Pacific,Singapore,231 ms,4444 kB/s
8.222.150.197,8080,false,SIN,Asia Pacific,Singapore,226 ms,4435 kB/s
47.236.166.131,8080,false,SIN,Asia Pacific,Singapore,227 ms,4431 kB/s
47.237.86.185,2082,false,SIN,Asia Pacific,Singapore,248 ms,4429 kB/s
47.236.167.231,2052,false,SIN,Asia Pacific,Singapore,227 ms,4423 kB/s
47.236.10.100,2052,false,SIN,Asia Pacific,Singapore,232 ms,4415 kB/s
47.237.81.112,2052,false,SIN,Asia Pacific,Singapore,228 ms,4410 kB/s
47.76.159.146,80,false,HKG,Asia Pacific,Hong Kong,56 ms,4409 kB/s
47.236.144.196,8880,false,SIN,Asia Pacific,Singapore,235 ms,4403 kB/s
47.236.144.196,8080,false,SIN,Asia Pacific,Singapore,236 ms,4388 kB/s
47.236.237.90,80,false,SIN,Asia Pacific,Singapore,232 ms,4383 kB/s
47.236.169.164,80,false,SIN,Asia Pacific,Singapore,263 ms,4379 kB/s
47.236.145.85,80,false,SIN,Asia Pacific,Singapore,242 ms,4378 kB/s
8.219.139.13,80,false,SIN,Asia Pacific,Singapore,227 ms,4375 kB/s
47.236.169.164,8880,false,SIN,Asia Pacific,Singapore,225 ms,4369 kB/s
47.237.95.146,2052,false,SIN,Asia Pacific,Singapore,241 ms,4363 kB/s
47.236.180.51,2082,false,SIN,Asia Pacific,Singapore,222 ms,4349 kB/s
47.236.158.158,8080,false,SIN,Asia Pacific,Singapore,223 ms,4342 kB/s
47.236.102.102,8880,false,SIN,Asia Pacific,Singapore,225 ms,4342 kB/s
47.236.169.15,8080,false,SIN,Asia Pacific,Singapore,234 ms,4332 kB/s
47.236.10.100,2086,false,SIN,Asia Pacific,Singapore,233 ms,4331 kB/s
47.236.169.15,8880,false,SIN,Asia Pacific,Singapore,225 ms,4330 kB/s
47.237.84.173,8880,false,SIN,Asia Pacific,Singapore,215 ms,4327 kB/s
47.236.83.239,80,false,SIN,Asia Pacific,Singapore,242 ms,4326 kB/s
47.237.100.206,2052,false,SIN,Asia Pacific,Singapore,225 ms,4324 kB/s
8.222.244.192,2095,false,SIN,Asia Pacific,Singapore,225 ms,4323 kB/s
47.236.174.206,80,false,SIN,Asia Pacific,Singapore,230 ms,4317 kB/s
47.236.167.231,8080,false,SIN,Asia Pacific,Singapore,227 ms,4316 kB/s
47.236.167.231,2086,false,SIN,Asia Pacific,Singapore,237 ms,4314 kB/s
47.236.102.102,80,false,SIN,Asia Pacific,Singapore,233 ms,4309 kB/s
47.236.172.95,2095,false,SIN,Asia Pacific,Singapore,239 ms,4308 kB/s
8.219.237.250,8880,false,SIN,Asia Pacific,Singapore,232 ms,4307 kB/s
47.237.84.173,2095,false,SIN,Asia Pacific,Singapore,239 ms,4297 kB/s
47.236.150.13,2052,false,SIN,Asia Pacific,Singapore,237 ms,4296 kB/s
47.237.0.31,2086,false,SIN,Asia Pacific,Singapore,241 ms,4289 kB/s
47.236.166.131,2095,false,SIN,Asia Pacific,Singapore,226 ms,4286 kB/s
47.237.94.140,8080,false,SIN,Asia Pacific,Singapore,228 ms,4285 kB/s
47.237.83.20,8880,false,SIN,Asia Pacific,Singapore,224 ms,4274 kB/s
47.236.93.176,2082,false,SIN,Asia Pacific,Singapore,232 ms,4270 kB/s
47.236.253.41,2086,false,SIN,Asia Pacific,Singapore,223 ms,4269 kB/s
47.237.95.156,2086,false,SIN,Asia Pacific,Singapore,248 ms,4268 kB/s
47.236.10.182,80,false,SIN,Asia Pacific,Singapore,228 ms,4257 kB/s
47.236.166.131,2086,false,SIN,Asia Pacific,Singapore,231 ms,4250 kB/s
47.236.9.152,8080,false,SIN,Asia Pacific,Singapore,240 ms,4246 kB/s
47.236.169.141,8880,false,SIN,Asia Pacific,Singapore,223 ms,4245 kB/s
47.236.10.182,8080,false,SIN,Asia Pacific,Singapore,231 ms,4234 kB/s
47.237.83.20,80,false,SIN,Asia Pacific,Singapore,221 ms,4225 kB/s
47.237.84.173,2052,false,SIN,Asia Pacific,Singapore,234 ms,4218 kB/s
47.236.169.141,2082,false,SIN,Asia Pacific,Singapore,247 ms,4216 kB/s
47.236.102.102,2082,false,SIN,Asia Pacific,Singapore,251 ms,4213 kB/s
47.236.237.90,2095,false,SIN,Asia Pacific,Singapore,228 ms,4212 kB/s
47.236.5.223,8080,false,SIN,Asia Pacific,Singapore,226 ms,4209 kB/s
47.236.165.25,2082,false,SIN,Asia Pacific,Singapore,218 ms,4201 kB/s
47.236.104.11,80,false,SIN,Asia Pacific,Singapore,237 ms,4195 kB/s
47.236.166.131,2082,false,SIN,Asia Pacific,Singapore,226 ms,4190 kB/s
47.236.145.85,2086,false,SIN,Asia Pacific,Singapore,254 ms,4188 kB/s
47.236.118.216,80,false,SIN,Asia Pacific,Singapore,248 ms,4186 kB/s
47.236.146.249,2086,false,SIN,Asia Pacific,Singapore,231 ms,4186 kB/s
47.236.123.133,2082,false,SIN,Asia Pacific,Singapore,219 ms,4181 kB/s
47.236.104.11,2086,false,SIN,Asia Pacific,Singapore,246 ms,4181 kB/s
8.222.244.192,80,false,SIN,Asia Pacific,Singapore,234 ms,4175 kB/s
47.237.14.220,8080,false,SIN,Asia Pacific,Singapore,234 ms,4171 kB/s
47.237.92.26,8880,false,SIN,Asia Pacific,Singapore,222 ms,4169 kB/s
47.236.10.100,80,false,SIN,Asia Pacific,Singapore,228 ms,4150 kB/s
47.236.17.193,2095,false,SIN,Asia Pacific,Singapore,224 ms,4145 kB/s
47.236.169.141,2095,false,SIN,Asia Pacific,Singapore,224 ms,4128 kB/s
47.236.169.164,2052,false,SIN,Asia Pacific,Singapore,242 ms,4128 kB/s
47.237.81.112,8080,false,SIN,Asia Pacific,Singapore,239 ms,4121 kB/s
47.236.144.196,80,false,SIN,Asia Pacific,Singapore,226 ms,4116 kB/s
8.219.229.190,2095,false,SIN,Asia Pacific,Singapore,219 ms,4112 kB/s
47.237.84.173,8080,false,SIN,Asia Pacific,Singapore,222 ms,4112 kB/s
47.236.149.107,2086,false,SIN,Asia Pacific,Singapore,222 ms,4111 kB/s
47.237.95.140,2095,false,SIN,Asia Pacific,Singapore,229 ms,4109 kB/s
8.219.229.190,80,false,SIN,Asia Pacific,Singapore,224 ms,4097 kB/s
47.236.10.182,2052,false,SIN,Asia Pacific,Singapore,223 ms,4097 kB/s
47.237.82.15,2052,false,SIN,Asia Pacific,Singapore,248 ms,4097 kB/s
47.236.9.152,2095,false,SIN,Asia Pacific,Singapore,225 ms,4093 kB/s
8.222.150.197,2082,false,SIN,Asia Pacific,Singapore,250 ms,4086 kB/s
47.236.5.223,80,false,SIN,Asia Pacific,Singapore,220 ms,4084 kB/s
47.236.144.48,8080,false,SIN,Asia Pacific,Singapore,221 ms,4080 kB/s
47.236.104.11,8080,false,SIN,Asia Pacific,Singapore,223 ms,4077 kB/s
47.237.95.140,80,false,SIN,Asia Pacific,Singapore,225 ms,4076 kB/s
47.236.205.188,2082,false,SIN,Asia Pacific,Singapore,230 ms,4072 kB/s
47.236.17.193,2086,false,SIN,Asia Pacific,Singapore,233 ms,4063 kB/s
47.237.84.173,2086,false,SIN,Asia Pacific,Singapore,215 ms,4060 kB/s
47.236.144.208,2095,false,SIN,Asia Pacific,Singapore,229 ms,4052 kB/s
47.237.84.173,2082,false,SIN,Asia Pacific,Singapore,224 ms,4050 kB/s
47.236.172.71,80,false,SIN,Asia Pacific,Singapore,214 ms,4047 kB/s
47.237.81.112,8880,false,SIN,Asia Pacific,Singapore,242 ms,4045 kB/s
47.236.171.205,8080,false,SIN,Asia Pacific,Singapore,224 ms,4044 kB/s
47.236.93.176,2086,false,SIN,Asia Pacific,Singapore,237 ms,4044 kB/s
47.76.178.146,2086,false,HKG,Asia Pacific,Hong Kong,57 ms,4038 kB/s
47.237.95.146,80,false,SIN,Asia Pacific,Singapore,221 ms,4037 kB/s
47.237.95.140,2086,false,SIN,Asia Pacific,Singapore,225 ms,4028 kB/s
47.236.170.54,80,false,SIN,Asia Pacific,Singapore,219 ms,4028 kB/s
47.236.149.107,8080,false,SIN,Asia Pacific,Singapore,232 ms,4019 kB/s
47.236.144.208,80,false,SIN,Asia Pacific,Singapore,222 ms,4008 kB/s
47.237.14.220,2086,false,SIN,Asia Pacific,Singapore,221 ms,3978 kB/s
47.237.95.146,8080,false,SIN,Asia Pacific,Singapore,232 ms,3972 kB/s
47.236.168.17,2082,false,SIN,Asia Pacific,Singapore,239 ms,3969 kB/s
47.237.95.13,80,false,SIN,Asia Pacific,Singapore,229 ms,3969 kB/s
8.222.150.197,2086,false,SIN,Asia Pacific,Singapore,243 ms,3936 kB/s
47.236.125.62,8880,false,NRT,Asia Pacific,Tokyo,307 ms,3932 kB/s
8.222.150.197,80,false,SIN,Asia Pacific,Singapore,226 ms,3924 kB/s
47.236.102.102,2086,false,SIN,Asia Pacific,Singapore,230 ms,3923 kB/s
47.236.10.100,8080,false,SIN,Asia Pacific,Singapore,236 ms,3922 kB/s
47.236.202.91,80,false,SIN,Asia Pacific,Singapore,220 ms,3919 kB/s
47.237.95.13,8880,false,SIN,Asia Pacific,Singapore,214 ms,3909 kB/s
47.237.11.182,80,false,SIN,Asia Pacific,Singapore,229 ms,3904 kB/s
47.236.10.100,2082,false,SIN,Asia Pacific,Singapore,218 ms,3880 kB/s
8.219.139.13,8880,false,SIN,Asia Pacific,Singapore,239 ms,3879 kB/s
47.237.83.20,2082,false,SIN,Asia Pacific,Singapore,227 ms,3878 kB/s
8.219.174.213,80,false,SIN,Asia Pacific,Singapore,232 ms,3866 kB/s
47.237.94.140,8880,false,SIN,Asia Pacific,Singapore,223 ms,3863 kB/s
47.237.86.185,2095,false,SIN,Asia Pacific,Singapore,235 ms,3850 kB/s
47.236.125.62,2052,false,NRT,Asia Pacific,Tokyo,296 ms,3848 kB/s
47.236.180.51,2095,false,SIN,Asia Pacific,Singapore,223 ms,3842 kB/s
47.236.165.25,2095,false,SIN,Asia Pacific,Singapore,220 ms,3826 kB/s
47.237.95.146,2086,false,SIN,Asia Pacific,Singapore,225 ms,3821 kB/s
47.236.75.113,2052,false,SIN,Asia Pacific,Singapore,220 ms,3819 kB/s
47.236.104.11,2082,false,SIN,Asia Pacific,Singapore,220 ms,3808 kB/s
47.236.10.182,2086,false,SIN,Asia Pacific,Singapore,240 ms,3807 kB/s
47.236.172.95,80,false,SIN,Asia Pacific,Singapore,224 ms,3787 kB/s
8.219.174.213,8080,false,SIN,Asia Pacific,Singapore,250 ms,3783 kB/s
47.237.8.82,2095,false,SIN,Asia Pacific,Singapore,231 ms,3778 kB/s
47.236.202.91,2086,false,SIN,Asia Pacific,Singapore,222 ms,3761 kB/s
47.236.144.156,2095,false,SIN,Asia Pacific,Singapore,232 ms,3760 kB/s
47.237.92.26,8080,false,SIN,Asia Pacific,Singapore,238 ms,3757 kB/s
47.236.104.11,8880,false,SIN,Asia Pacific,Singapore,232 ms,3747 kB/s
47.236.144.48,2052,false,SIN,Asia Pacific,Singapore,232 ms,3742 kB/s
47.237.8.82,80,false,SIN,Asia Pacific,Singapore,246 ms,3732 kB/s
47.236.146.249,8080,false,SIN,Asia Pacific,Singapore,233 ms,3730 kB/s
47.236.174.206,8880,false,SIN,Asia Pacific,Singapore,228 ms,3729 kB/s
47.237.95.13,2086,false,SIN,Asia Pacific,Singapore,225 ms,3727 kB/s
47.236.169.15,2052,false,SIN,Asia Pacific,Singapore,230 ms,3721 kB/s
47.236.253.41,8880,false,SIN,Asia Pacific,Singapore,222 ms,3699 kB/s
47.236.93.176,2052,false,SIN,Asia Pacific,Singapore,246 ms,3699 kB/s
47.236.123.133,8080,false,SIN,Asia Pacific,Singapore,243 ms,3689 kB/s
8.218.243.95,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,3683 kB/s
47.237.100.206,2086,false,SIN,Asia Pacific,Singapore,245 ms,3670 kB/s
47.236.93.176,8880,false,SIN,Asia Pacific,Singapore,227 ms,3666 kB/s
47.236.121.23,8880,false,SIN,Asia Pacific,Singapore,222 ms,3662 kB/s
47.236.121.23,2086,false,SIN,Asia Pacific,Singapore,227 ms,3661 kB/s
47.236.144.208,2086,false,SIN,Asia Pacific,Singapore,221 ms,3647 kB/s
47.236.205.188,2095,false,SIN,Asia Pacific,Singapore,244 ms,3645 kB/s
47.236.97.90,2086,false,SIN,Asia Pacific,Singapore,231 ms,3642 kB/s
47.236.172.95,8880,false,SIN,Asia Pacific,Singapore,237 ms,3637 kB/s
47.236.125.62,2082,false,NRT,Asia Pacific,Tokyo,334 ms,3635 kB/s
47.236.125.62,2095,false,NRT,Asia Pacific,Tokyo,297 ms,3632 kB/s
47.236.97.90,2095,false,SIN,Asia Pacific,Singapore,223 ms,3631 kB/s
8.219.111.175,2095,false,SIN,Asia Pacific,Singapore,240 ms,3627 kB/s
47.237.92.26,2086,false,SIN,Asia Pacific,Singapore,247 ms,3623 kB/s
8.219.139.13,2086,false,SIN,Asia Pacific,Singapore,233 ms,3619 kB/s
47.236.202.91,8880,false,SIN,Asia Pacific,Singapore,233 ms,3618 kB/s
47.236.75.113,8880,false,SIN,Asia Pacific,Singapore,267 ms,3586 kB/s
47.236.75.113,2086,false,SIN,Asia Pacific,Singapore,230 ms,3579 kB/s
47.237.81.112,2095,false,SIN,Asia Pacific,Singapore,229 ms,3579 kB/s
47.236.144.208,8880,false,SIN,Asia Pacific,Singapore,214 ms,3570 kB/s
47.236.144.48,8880,false,SIN,Asia Pacific,Singapore,237 ms,3568 kB/s
47.236.237.90,2082,false,SIN,Asia Pacific,Singapore,243 ms,3566 kB/s
47.237.8.82,8080,false,SIN,Asia Pacific,Singapore,228 ms,3566 kB/s
47.237.82.15,8080,false,SIN,Asia Pacific,Singapore,232 ms,3556 kB/s
8.219.111.175,2082,false,SIN,Asia Pacific,Singapore,229 ms,3553 kB/s
47.236.253.41,2082,false,SIN,Asia Pacific,Singapore,224 ms,3551 kB/s
47.236.180.51,80,false,SIN,Asia Pacific,Singapore,222 ms,3539 kB/s
47.236.145.85,2082,false,SIN,Asia Pacific,Singapore,231 ms,3536 kB/s
47.236.97.90,8880,false,SIN,Asia Pacific,Singapore,228 ms,3521 kB/s
47.237.100.206,2082,false,SIN,Asia Pacific,Singapore,222 ms,3517 kB/s
8.219.174.213,2052,false,SIN,Asia Pacific,Singapore,263 ms,3510 kB/s
47.236.202.91,2095,false,SIN,Asia Pacific,Singapore,228 ms,3504 kB/s
8.219.170.232,8080,false,SIN,Asia Pacific,Singapore,228 ms,3502 kB/s
47.236.125.62,2086,false,NRT,Asia Pacific,Tokyo,310 ms,3498 kB/s
47.237.95.146,8880,false,SIN,Asia Pacific,Singapore,247 ms,3491 kB/s
8.218.243.95,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,3488 kB/s
47.236.93.176,8080,false,SIN,Asia Pacific,Singapore,231 ms,3476 kB/s
47.236.237.90,8880,false,SIN,Asia Pacific,Singapore,230 ms,3471 kB/s
47.236.93.176,2095,false,SIN,Asia Pacific,Singapore,233 ms,3470 kB/s
47.236.166.131,2052,false,SIN,Asia Pacific,Singapore,251 ms,3444 kB/s
47.236.144.48,2086,false,SIN,Asia Pacific,Singapore,240 ms,3439 kB/s
47.236.121.23,2082,false,SIN,Asia Pacific,Singapore,240 ms,3417 kB/s
