IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.236.104.11,2087,true,SIN,Asia Pacific,Singapore,234 ms,5528 kB/s
8.219.78.188,2053,true,SIN,Asia Pacific,Singapore,223 ms,5522 kB/s
8.219.210.57,2053,true,SIN,Asia Pacific,Singapore,225 ms,5519 kB/s
47.237.10.1,2053,true,SIN,Asia Pacific,Singapore,223 ms,5509 kB/s
47.237.100.206,8443,true,SIN,Asia Pacific,Singapore,222 ms,5477 kB/s
47.236.144.208,2053,true,SIN,Asia Pacific,Singapore,224 ms,5455 kB/s
47.237.83.20,2096,true,SIN,Asia Pacific,Singapore,225 ms,5429 kB/s
47.236.172.95,8443,true,SIN,Asia Pacific,Singapore,227 ms,5426 kB/s
47.236.102.102,2096,true,SIN,Asia Pacific,Singapore,242 ms,5410 kB/s
47.236.97.90,2083,true,SIN,Asia Pacific,Singapore,237 ms,5401 kB/s
47.236.75.113,2053,true,SIN,Asia Pacific,Singapore,222 ms,5400 kB/s
47.236.144.156,8443,true,SIN,Asia Pacific,Singapore,224 ms,5388 kB/s
47.237.0.31,2083,true,SIN,Asia Pacific,Singapore,227 ms,5383 kB/s
47.237.83.20,8443,true,SIN,Asia Pacific,Singapore,225 ms,5373 kB/s
47.237.95.156,2096,true,SIN,Asia Pacific,Singapore,224 ms,5350 kB/s
47.237.14.220,2087,true,SIN,Asia Pacific,Singapore,247 ms,5322 kB/s
47.236.180.51,2053,true,SIN,Asia Pacific,Singapore,229 ms,5259 kB/s
47.237.8.82,2083,true,SIN,Asia Pacific,Singapore,217 ms,5250 kB/s
47.236.117.48,8443,true,SIN,Asia Pacific,Singapore,259 ms,5241 kB/s
47.236.83.239,2053,true,SIN,Asia Pacific,Singapore,258 ms,5222 kB/s
8.219.4.122,2083,true,SIN,Asia Pacific,Singapore,221 ms,5218 kB/s
47.236.117.48,2087,true,SIN,Asia Pacific,Singapore,224 ms,5212 kB/s
47.237.95.156,2083,true,SIN,Asia Pacific,Singapore,243 ms,5210 kB/s
47.237.95.156,2053,true,SIN,Asia Pacific,Singapore,238 ms,5200 kB/s
47.236.144.48,2087,true,SIN,Asia Pacific,Singapore,224 ms,5198 kB/s
47.237.11.182,2087,true,SIN,Asia Pacific,Singapore,226 ms,5188 kB/s
8.219.210.57,2083,true,SIN,Asia Pacific,Singapore,218 ms,5186 kB/s
8.219.6.150,8443,true,SIN,Asia Pacific,Singapore,237 ms,5182 kB/s
47.236.174.206,2096,true,SIN,Asia Pacific,Singapore,252 ms,5171 kB/s
47.236.118.216,2083,true,SIN,Asia Pacific,Singapore,224 ms,5151 kB/s
47.236.172.95,2053,true,SIN,Asia Pacific,Singapore,247 ms,5109 kB/s
47.236.117.48,2053,true,SIN,Asia Pacific,Singapore,242 ms,5070 kB/s
47.237.95.13,2087,true,SIN,Asia Pacific,Singapore,226 ms,5061 kB/s
47.236.149.107,2087,true,SIN,Asia Pacific,Singapore,224 ms,4936 kB/s
47.236.172.95,2083,true,SIN,Asia Pacific,Singapore,231 ms,4900 kB/s
47.236.87.246,8443,true,SIN,Asia Pacific,Singapore,248 ms,4892 kB/s
47.237.100.206,2096,true,SIN,Asia Pacific,Singapore,239 ms,4891 kB/s
47.236.253.41,8443,true,SIN,Asia Pacific,Singapore,225 ms,4871 kB/s
47.236.205.188,2087,true,SIN,Asia Pacific,Singapore,235 ms,4841 kB/s
8.219.77.222,2053,true,SIN,Asia Pacific,Singapore,228 ms,4839 kB/s
47.236.97.90,2087,true,SIN,Asia Pacific,Singapore,246 ms,4834 kB/s
47.237.95.13,2096,true,SIN,Asia Pacific,Singapore,213 ms,4818 kB/s
47.236.170.225,2053,true,SIN,Asia Pacific,Singapore,241 ms,4806 kB/s
47.236.202.91,2087,true,SIN,Asia Pacific,Singapore,241 ms,4792 kB/s
47.236.158.158,2053,true,SIN,Asia Pacific,Singapore,224 ms,4780 kB/s
47.237.100.206,2087,true,SIN,Asia Pacific,Singapore,231 ms,4778 kB/s
47.237.11.182,2083,true,SIN,Asia Pacific,Singapore,231 ms,4770 kB/s
47.236.205.188,2083,true,SIN,Asia Pacific,Singapore,220 ms,4744 kB/s
47.236.169.15,2053,true,SIN,Asia Pacific,Singapore,235 ms,4742 kB/s
47.237.0.31,2087,true,SIN,Asia Pacific,Singapore,248 ms,4734 kB/s
47.237.81.112,2083,true,SIN,Asia Pacific,Singapore,225 ms,4716 kB/s
47.237.81.112,2096,true,SIN,Asia Pacific,Singapore,228 ms,4713 kB/s
47.236.180.51,2096,true,SIN,Asia Pacific,Singapore,219 ms,4709 kB/s
47.236.121.23,2096,true,SIN,Asia Pacific,Singapore,237 ms,4703 kB/s
47.237.86.185,2053,true,SIN,Asia Pacific,Singapore,246 ms,4680 kB/s
47.236.102.102,2087,true,SIN,Asia Pacific,Singapore,226 ms,4676 kB/s
47.237.95.146,2087,true,SIN,Asia Pacific,Singapore,246 ms,4674 kB/s
47.236.145.85,2053,true,SIN,Asia Pacific,Singapore,221 ms,4671 kB/s
47.236.9.152,2087,true,SIN,Asia Pacific,Singapore,228 ms,4671 kB/s
47.237.11.182,8443,true,SIN,Asia Pacific,Singapore,218 ms,4653 kB/s
47.237.86.185,8443,true,SIN,Asia Pacific,Singapore,223 ms,4650 kB/s
47.236.123.133,2087,true,SIN,Asia Pacific,Singapore,233 ms,4646 kB/s
47.236.93.176,2087,true,SIN,Asia Pacific,Singapore,224 ms,4626 kB/s
47.237.95.13,2053,true,SIN,Asia Pacific,Singapore,221 ms,4604 kB/s
47.237.0.31,2096,true,SIN,Asia Pacific,Singapore,226 ms,4600 kB/s
47.237.81.112,2053,true,SIN,Asia Pacific,Singapore,242 ms,4582 kB/s
47.236.146.249,2087,true,SIN,Asia Pacific,Singapore,243 ms,4582 kB/s
47.236.146.249,2083,true,SIN,Asia Pacific,Singapore,231 ms,4580 kB/s
47.236.145.85,2087,true,SIN,Asia Pacific,Singapore,234 ms,4578 kB/s
47.236.254.120,2053,true,SIN,Asia Pacific,Singapore,226 ms,4577 kB/s
8.219.235.164,2053,true,SIN,Asia Pacific,Singapore,232 ms,4569 kB/s
8.219.191.40,8443,true,SIN,Asia Pacific,Singapore,242 ms,4567 kB/s
47.236.171.205,2096,true,SIN,Asia Pacific,Singapore,227 ms,4567 kB/s
47.236.158.158,2096,true,SIN,Asia Pacific,Singapore,245 ms,4561 kB/s
47.236.117.48,2083,true,SIN,Asia Pacific,Singapore,238 ms,4550 kB/s
47.236.146.249,2053,true,SIN,Asia Pacific,Singapore,234 ms,4523 kB/s
47.236.254.120,2083,true,SIN,Asia Pacific,Singapore,227 ms,4508 kB/s
47.236.202.91,8443,true,SIN,Asia Pacific,Singapore,237 ms,4501 kB/s
8.219.66.156,2083,true,NRT,Asia Pacific,Tokyo,311 ms,4469 kB/s
8.222.208.38,443,true,SIN,Asia Pacific,Singapore,212 ms,4463 kB/s
47.237.100.206,2053,true,SIN,Asia Pacific,Singapore,254 ms,4455 kB/s
47.236.253.41,2087,true,SIN,Asia Pacific,Singapore,241 ms,4454 kB/s
47.236.17.193,2096,true,SIN,Asia Pacific,Singapore,231 ms,4453 kB/s
47.236.180.51,8443,true,SIN,Asia Pacific,Singapore,238 ms,4453 kB/s
47.236.169.164,2087,true,SIN,Asia Pacific,Singapore,224 ms,4431 kB/s
47.236.146.249,2096,true,SIN,Asia Pacific,Singapore,225 ms,4428 kB/s
47.237.82.15,2096,true,SIN,Asia Pacific,Singapore,227 ms,4409 kB/s
47.236.146.249,8443,true,SIN,Asia Pacific,Singapore,227 ms,4408 kB/s
8.219.67.133,8443,true,SIN,Asia Pacific,Singapore,228 ms,4403 kB/s
47.237.95.140,2087,true,SIN,Asia Pacific,Singapore,226 ms,4393 kB/s
47.237.95.146,2083,true,SIN,Asia Pacific,Singapore,229 ms,4376 kB/s
8.219.153.237,2083,true,NRT,Asia Pacific,Tokyo,304 ms,4370 kB/s
8.219.4.122,2087,true,SIN,Asia Pacific,Singapore,234 ms,4368 kB/s
47.236.118.216,2096,true,SIN,Asia Pacific,Singapore,221 ms,4367 kB/s
47.237.81.112,8443,true,SIN,Asia Pacific,Singapore,222 ms,4360 kB/s
47.237.95.146,8443,true,SIN,Asia Pacific,Singapore,226 ms,4356 kB/s
47.236.180.51,2087,true,SIN,Asia Pacific,Singapore,233 ms,4352 kB/s
47.237.95.146,2096,true,SIN,Asia Pacific,Singapore,230 ms,4345 kB/s
47.237.11.182,2053,true,SIN,Asia Pacific,Singapore,232 ms,4345 kB/s
47.236.80.110,2087,true,SIN,Asia Pacific,Singapore,231 ms,4339 kB/s
47.236.9.152,8443,true,SIN,Asia Pacific,Singapore,236 ms,4335 kB/s
47.236.118.216,2053,true,SIN,Asia Pacific,Singapore,241 ms,4319 kB/s
47.236.150.13,2053,true,SIN,Asia Pacific,Singapore,224 ms,4317 kB/s
8.219.153.237,2053,true,NRT,Asia Pacific,Tokyo,303 ms,4310 kB/s
47.236.158.158,8443,true,SIN,Asia Pacific,Singapore,219 ms,4294 kB/s
47.237.95.140,8443,true,SIN,Asia Pacific,Singapore,250 ms,4290 kB/s
47.236.165.25,2083,true,SIN,Asia Pacific,Singapore,229 ms,4270 kB/s
47.236.254.120,8443,true,SIN,Asia Pacific,Singapore,228 ms,4255 kB/s
47.236.170.225,8443,true,SIN,Asia Pacific,Singapore,225 ms,4248 kB/s
47.237.86.185,2087,true,SIN,Asia Pacific,Singapore,246 ms,4245 kB/s
47.237.10.1,8443,true,SIN,Asia Pacific,Singapore,227 ms,4239 kB/s
47.236.117.48,443,true,SIN,Asia Pacific,Singapore,236 ms,4232 kB/s
47.236.167.231,8443,true,SIN,Asia Pacific,Singapore,230 ms,4228 kB/s
47.236.254.120,2096,true,SIN,Asia Pacific,Singapore,244 ms,4221 kB/s
47.236.9.152,2053,true,SIN,Asia Pacific,Singapore,224 ms,4220 kB/s
47.236.253.41,2096,true,SIN,Asia Pacific,Singapore,241 ms,4220 kB/s
47.237.8.82,2096,true,SIN,Asia Pacific,Singapore,222 ms,4214 kB/s
47.236.202.91,2083,true,SIN,Asia Pacific,Singapore,225 ms,4213 kB/s
47.236.10.182,8443,true,SIN,Asia Pacific,Singapore,214 ms,4200 kB/s
47.237.11.182,2096,true,SIN,Asia Pacific,Singapore,230 ms,4197 kB/s
47.236.166.131,2083,true,SIN,Asia Pacific,Singapore,239 ms,4189 kB/s
47.236.17.193,8443,true,SIN,Asia Pacific,Singapore,242 ms,4184 kB/s
8.219.153.237,2096,true,NRT,Asia Pacific,Tokyo,292 ms,4184 kB/s
47.237.86.185,2096,true,SIN,Asia Pacific,Singapore,246 ms,4178 kB/s
47.237.10.1,2096,true,SIN,Asia Pacific,Singapore,227 ms,4175 kB/s
47.237.8.82,2053,true,SIN,Asia Pacific,Singapore,227 ms,4175 kB/s
47.236.170.225,2096,true,SIN,Asia Pacific,Singapore,248 ms,4157 kB/s
47.236.118.216,8443,true,SIN,Asia Pacific,Singapore,241 ms,4146 kB/s
47.236.117.48,2096,true,SIN,Asia Pacific,Singapore,218 ms,4137 kB/s
8.219.153.237,8443,true,NRT,Asia Pacific,Tokyo,292 ms,4133 kB/s
47.237.8.82,2087,true,SIN,Asia Pacific,Singapore,230 ms,4111 kB/s
47.236.158.158,2083,true,SIN,Asia Pacific,Singapore,228 ms,4110 kB/s
47.237.14.220,8443,true,SIN,Asia Pacific,Singapore,229 ms,4101 kB/s
47.236.202.91,2053,true,SIN,Asia Pacific,Singapore,241 ms,4083 kB/s
47.236.118.216,2087,true,SIN,Asia Pacific,Singapore,230 ms,4050 kB/s
47.238.235.163,443,true,HKG,Asia Pacific,Hong Kong,54 ms,4028 kB/s
47.237.84.173,8443,true,SIN,Asia Pacific,Singapore,233 ms,4024 kB/s
47.237.10.1,2083,true,SIN,Asia Pacific,Singapore,243 ms,4003 kB/s
47.236.237.90,2087,true,SIN,Asia Pacific,Singapore,243 ms,3999 kB/s
47.237.83.20,2083,true,SIN,Asia Pacific,Singapore,228 ms,3998 kB/s
47.237.84.173,2096,true,SIN,Asia Pacific,Singapore,218 ms,3995 kB/s
47.236.145.85,443,true,SIN,Asia Pacific,Singapore,224 ms,3954 kB/s
47.237.83.20,2053,true,SIN,Asia Pacific,Singapore,241 ms,3922 kB/s
47.236.10.182,2096,true,SIN,Asia Pacific,Singapore,227 ms,3910 kB/s
47.236.202.91,2096,true,SIN,Asia Pacific,Singapore,221 ms,3896 kB/s
47.236.169.141,2083,true,SIN,Asia Pacific,Singapore,241 ms,3890 kB/s
47.236.169.15,2087,true,SIN,Asia Pacific,Singapore,226 ms,3880 kB/s
47.237.84.173,2083,true,SIN,Asia Pacific,Singapore,223 ms,3874 kB/s
47.236.10.182,2087,true,SIN,Asia Pacific,Singapore,225 ms,3854 kB/s
47.236.167.231,2053,true,SIN,Asia Pacific,Singapore,218 ms,3842 kB/s
8.219.4.122,2053,true,SIN,Asia Pacific,Singapore,221 ms,3832 kB/s
8.219.67.133,2053,true,SIN,Asia Pacific,Singapore,219 ms,3813 kB/s
47.236.17.193,2053,true,SIN,Asia Pacific,Singapore,244 ms,3808 kB/s
47.236.174.206,8443,true,SIN,Asia Pacific,Singapore,243 ms,3791 kB/s
47.237.82.15,2053,true,SIN,Asia Pacific,Singapore,233 ms,3781 kB/s
47.236.9.152,2096,true,SIN,Asia Pacific,Singapore,225 ms,3762 kB/s
47.237.92.26,2087,true,SIN,Asia Pacific,Singapore,223 ms,3738 kB/s
47.236.93.176,8443,true,SIN,Asia Pacific,Singapore,221 ms,3721 kB/s
47.236.97.90,8443,true,SIN,Asia Pacific,Singapore,241 ms,3711 kB/s
47.236.174.206,2083,true,SIN,Asia Pacific,Singapore,225 ms,3695 kB/s
47.237.92.26,8443,true,SIN,Asia Pacific,Singapore,246 ms,3688 kB/s
47.237.92.26,2053,true,SIN,Asia Pacific,Singapore,233 ms,3670 kB/s
47.237.83.20,2087,true,SIN,Asia Pacific,Singapore,246 ms,3666 kB/s
47.237.82.15,2083,true,SIN,Asia Pacific,Singapore,235 ms,3650 kB/s
47.236.102.102,2083,true,SIN,Asia Pacific,Singapore,230 ms,3638 kB/s
47.236.158.158,2087,true,SIN,Asia Pacific,Singapore,235 ms,3614 kB/s
47.237.8.82,8443,true,SIN,Asia Pacific,Singapore,232 ms,3610 kB/s
47.236.167.231,2083,true,SIN,Asia Pacific,Singapore,222 ms,3590 kB/s
47.236.180.51,2083,true,SIN,Asia Pacific,Singapore,237 ms,3588 kB/s
47.236.237.90,2083,true,SIN,Asia Pacific,Singapore,247 ms,3564 kB/s
47.237.95.13,8443,true,SIN,Asia Pacific,Singapore,230 ms,3555 kB/s
47.236.145.85,8443,true,SIN,Asia Pacific,Singapore,229 ms,3555 kB/s
47.237.92.26,2083,true,SIN,Asia Pacific,Singapore,234 ms,3542 kB/s
47.236.93.176,2053,true,SIN,Asia Pacific,Singapore,237 ms,3535 kB/s
47.236.205.188,2053,true,SIN,Asia Pacific,Singapore,235 ms,3511 kB/s
47.237.84.173,2087,true,SIN,Asia Pacific,Singapore,231 ms,3509 kB/s
47.236.125.62,2096,true,NRT,Asia Pacific,Tokyo,317 ms,3506 kB/s
47.237.14.220,2096,true,SIN,Asia Pacific,Singapore,240 ms,3502 kB/s
47.236.253.41,2083,true,SIN,Asia Pacific,Singapore,235 ms,3471 kB/s
8.210.207.214,8443,true,HKG,Asia Pacific,Hong Kong,57 ms,3471 kB/s
47.237.84.173,2053,true,SIN,Asia Pacific,Singapore,221 ms,3465 kB/s
47.237.14.220,2053,true,SIN,Asia Pacific,Singapore,235 ms,3449 kB/s
47.236.125.62,2083,true,NRT,Asia Pacific,Tokyo,304 ms,3432 kB/s
47.236.205.188,8443,true,SIN,Asia Pacific,Singapore,227 ms,3416 kB/s
47.236.10.182,2083,true,SIN,Asia Pacific,Singapore,225 ms,3408 kB/s
47.237.94.140,2087,true,SIN,Asia Pacific,Singapore,240 ms,3380 kB/s
47.236.17.193,2083,true,SIN,Asia Pacific,Singapore,225 ms,3359 kB/s
47.237.10.1,2087,true,SIN,Asia Pacific,Singapore,232 ms,3336 kB/s
47.236.174.206,2087,true,SIN,Asia Pacific,Singapore,225 ms,3335 kB/s
47.237.94.140,2053,true,SIN,Asia Pacific,Singapore,224 ms,3321 kB/s
8.219.153.237,2087,true,NRT,Asia Pacific,Tokyo,308 ms,3299 kB/s
47.237.95.140,2053,true,SIN,Asia Pacific,Singapore,228 ms,3282 kB/s
47.237.92.26,2096,true,SIN,Asia Pacific,Singapore,233 ms,3260 kB/s
47.236.125.62,2087,true,NRT,Asia Pacific,Tokyo,294 ms,3210 kB/s
47.237.95.146,2053,true,SIN,Asia Pacific,Singapore,240 ms,3180 kB/s
8.219.66.156,8443,true,NRT,Asia Pacific,Tokyo,303 ms,3166 kB/s
47.237.86.185,2083,true,SIN,Asia Pacific,Singapore,223 ms,3160 kB/s
47.236.146.249,443,true,SIN,Asia Pacific,Singapore,229 ms,3155 kB/s
8.219.66.156,2096,true,NRT,Asia Pacific,Tokyo,289 ms,3151 kB/s
47.237.0.31,8443,true,SIN,Asia Pacific,Singapore,229 ms,3095 kB/s
47.236.237.90,2053,true,SIN,Asia Pacific,Singapore,222 ms,3076 kB/s
47.236.85.11,8443,true,SIN,Asia Pacific,Singapore,229 ms,3075 kB/s
47.236.125.62,8443,true,NRT,Asia Pacific,Tokyo,293 ms,3042 kB/s
8.219.66.156,2053,true,NRT,Asia Pacific,Tokyo,309 ms,3039 kB/s
47.236.125.62,2053,true,NRT,Asia Pacific,Tokyo,317 ms,2991 kB/s
47.236.237.90,8443,true,SIN,Asia Pacific,Singapore,236 ms,2885 kB/s
47.236.254.120,2087,true,SIN,Asia Pacific,Singapore,233 ms,2840 kB/s
8.219.66.156,2087,true,NRT,Asia Pacific,Tokyo,312 ms,2808 kB/s
47.90.141.204,443,true,LAX,North America,Los Angeles,244 ms,2783 kB/s
8.217.90.154,443,true,HKG,Asia Pacific,Hong Kong,52 ms,2147 kB/s
47.236.93.176,2096,true,SIN,Asia Pacific,Singapore,241 ms,1631 kB/s
47.76.146.1,2053,true,HKG,Asia Pacific,Hong Kong,60 ms,1325 kB/s
47.89.191.155,443,true,IAD,North America,Ashburn,277 ms,1279 kB/s
47.236.93.176,2083,true,SIN,Asia Pacific,Singapore,242 ms,1126 kB/s
47.76.94.15,2053,true,HKG,Asia Pacific,Hong Kong,65 ms,1100 kB/s
8.218.63.172,443,true,HKG,Asia Pacific,Hong Kong,62 ms,758 kB/s
47.76.77.103,2087,true,HKG,Asia Pacific,Hong Kong,65 ms,707 kB/s
8.219.191.110,2053,true,SIN,Asia Pacific,Singapore,223 ms,691 kB/s
8.222.225.193,443,true,SIN,Asia Pacific,Singapore,227 ms,556 kB/s
47.76.94.15,8443,true,HKG,Asia Pacific,Hong Kong,62 ms,502 kB/s
47.76.77.103,8443,true,HKG,Asia Pacific,Hong Kong,67 ms,441 kB/s
47.57.245.232,443,true,SJC,North America,San Jose,67 ms,361 kB/s
47.76.94.15,2087,true,HKG,Asia Pacific,Hong Kong,57 ms,349 kB/s
47.76.77.103,2083,true,HKG,Asia Pacific,Hong Kong,67 ms,214 kB/s
47.76.77.103,2053,true,HKG,Asia Pacific,Hong Kong,65 ms,195 kB/s
47.76.77.103,2096,true,HKG,Asia Pacific,Hong Kong,66 ms,160 kB/s
47.57.13.107,443,true,HKG,Asia Pacific,Hong Kong,64 ms,121 kB/s
8.210.92.27,443,true,HKG,Asia Pacific,Hong Kong,62 ms,14 kB/s
47.76.146.1,8443,true,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.236.83.239,8443,true,SIN,Asia Pacific,Singapore,227 ms,0 kB/s
47.236.10.100,8443,true,SIN,Asia Pacific,Singapore,230 ms,0 kB/s
47.236.83.239,2083,true,SIN,Asia Pacific,Singapore,221 ms,0 kB/s
47.76.94.15,2083,true,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
47.76.94.15,2096,true,HKG,Asia Pacific,Hong Kong,58 ms,0 kB/s
