IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.236.169.164,8080,false,SIN,Asia Pacific,Singapore,225 ms,5570 kB/s
47.236.10.182,80,false,SIN,Asia Pacific,Singapore,231 ms,5554 kB/s
47.236.75.113,2086,false,SIN,Asia Pacific,Singapore,246 ms,5547 kB/s
8.222.183.242,2086,false,SIN,Asia Pacific,Singapore,233 ms,5540 kB/s
8.222.191.138,80,false,SIN,Asia Pacific,Singapore,231 ms,5527 kB/s
8.219.11.158,2052,false,SIN,Asia Pacific,Singapore,226 ms,5524 kB/s
47.236.75.113,2095,false,SIN,Asia Pacific,Singapore,230 ms,5506 kB/s
8.210.146.108,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,5503 kB/s
47.236.10.100,8880,false,SIN,Asia Pacific,Singapore,247 ms,5499 kB/s
47.242.17.250,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,5497 kB/s
47.236.169.141,2095,false,SIN,Asia Pacific,Singapore,238 ms,5473 kB/s
8.217.250.222,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,5468 kB/s
47.236.205.188,2052,false,SIN,Asia Pacific,Singapore,248 ms,5459 kB/s
47.236.9.152,2095,false,SIN,Asia Pacific,Singapore,223 ms,5452 kB/s
8.222.162.45,8080,false,SIN,Asia Pacific,Singapore,221 ms,5439 kB/s
47.236.169.15,2086,false,SIN,Asia Pacific,Singapore,222 ms,5438 kB/s
47.236.254.120,8080,false,SIN,Asia Pacific,Singapore,238 ms,5434 kB/s
47.236.144.48,2082,false,SIN,Asia Pacific,Singapore,233 ms,5433 kB/s
47.236.169.15,2095,false,SIN,Asia Pacific,Singapore,228 ms,5418 kB/s
47.236.130.95,2095,false,SIN,Asia Pacific,Singapore,220 ms,5417 kB/s
47.236.253.41,2052,false,SIN,Asia Pacific,Singapore,220 ms,5415 kB/s
47.236.144.48,2095,false,SIN,Asia Pacific,Singapore,222 ms,5409 kB/s
47.236.10.182,8080,false,SIN,Asia Pacific,Singapore,239 ms,5407 kB/s
8.218.8.142,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,5389 kB/s
47.236.9.152,80,false,SIN,Asia Pacific,Singapore,227 ms,5387 kB/s
8.222.179.231,8080,false,SIN,Asia Pacific,Singapore,229 ms,5386 kB/s
47.236.121.23,80,false,SIN,Asia Pacific,Singapore,223 ms,5366 kB/s
47.236.123.133,2086,false,SIN,Asia Pacific,Singapore,235 ms,5366 kB/s
8.219.132.64,2052,false,SIN,Asia Pacific,Singapore,238 ms,5364 kB/s
8.219.114.201,8880,false,SIN,Asia Pacific,Singapore,246 ms,5349 kB/s
47.237.82.15,80,false,SIN,Asia Pacific,Singapore,233 ms,5342 kB/s
47.236.167.231,8880,false,SIN,Asia Pacific,Singapore,222 ms,5330 kB/s
47.237.83.20,8880,false,SIN,Asia Pacific,Singapore,229 ms,5312 kB/s
47.236.149.107,2086,false,SIN,Asia Pacific,Singapore,218 ms,5310 kB/s
8.222.162.45,2052,false,SIN,Asia Pacific,Singapore,236 ms,5304 kB/s
47.236.83.239,80,false,SIN,Asia Pacific,Singapore,222 ms,5299 kB/s
8.219.120.87,2052,false,SIN,Asia Pacific,Singapore,249 ms,5284 kB/s
47.236.254.120,2095,false,SIN,Asia Pacific,Singapore,228 ms,5274 kB/s
47.236.165.25,2052,false,SIN,Asia Pacific,Singapore,235 ms,5269 kB/s
47.236.87.246,2052,false,SIN,Asia Pacific,Singapore,225 ms,5263 kB/s
8.218.18.132,2082,false,HKG,Asia Pacific,Hong Kong,57 ms,5261 kB/s
47.236.237.90,2082,false,SIN,Asia Pacific,Singapore,251 ms,5255 kB/s
8.219.117.198,8080,false,SIN,Asia Pacific,Singapore,224 ms,5254 kB/s
47.236.87.246,2086,false,SIN,Asia Pacific,Singapore,226 ms,5238 kB/s
8.219.114.201,8080,false,SIN,Asia Pacific,Singapore,223 ms,5229 kB/s
47.236.180.51,2086,false,SIN,Asia Pacific,Singapore,225 ms,5226 kB/s
8.222.167.147,2052,false,SIN,Asia Pacific,Singapore,226 ms,5222 kB/s
47.236.144.48,2052,false,SIN,Asia Pacific,Singapore,235 ms,5214 kB/s
47.242.232.14,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,5212 kB/s
8.219.97.50,2095,false,SIN,Asia Pacific,Singapore,217 ms,5211 kB/s
47.236.166.131,80,false,SIN,Asia Pacific,Singapore,249 ms,5205 kB/s
8.219.114.201,2082,false,SIN,Asia Pacific,Singapore,225 ms,5200 kB/s
8.219.117.198,80,false,SIN,Asia Pacific,Singapore,223 ms,5194 kB/s
8.218.211.17,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,5193 kB/s
47.237.81.112,2052,false,SIN,Asia Pacific,Singapore,236 ms,5169 kB/s
47.236.9.152,8080,false,SIN,Asia Pacific,Singapore,230 ms,5169 kB/s
47.236.169.164,80,false,SIN,Asia Pacific,Singapore,242 ms,5169 kB/s
8.219.209.14,2052,false,SIN,Asia Pacific,Singapore,227 ms,5168 kB/s
47.236.205.188,8080,false,SIN,Asia Pacific,Singapore,225 ms,5167 kB/s
8.222.165.117,2082,false,SIN,Asia Pacific,Singapore,227 ms,5165 kB/s
47.236.121.23,8080,false,SIN,Asia Pacific,Singapore,260 ms,5154 kB/s
47.236.144.48,2086,false,SIN,Asia Pacific,Singapore,221 ms,5150 kB/s
47.236.171.205,2052,false,SIN,Asia Pacific,Singapore,224 ms,5138 kB/s
8.219.114.201,2095,false,SIN,Asia Pacific,Singapore,251 ms,5134 kB/s
47.236.253.41,2082,false,SIN,Asia Pacific,Singapore,220 ms,5119 kB/s
47.236.144.48,8880,false,SIN,Asia Pacific,Singapore,223 ms,5115 kB/s
47.236.180.51,2095,false,SIN,Asia Pacific,Singapore,232 ms,5108 kB/s
47.236.253.41,8880,false,SIN,Asia Pacific,Singapore,226 ms,5102 kB/s
47.236.146.249,8080,false,SIN,Asia Pacific,Singapore,252 ms,5098 kB/s
8.222.162.45,2086,false,SIN,Asia Pacific,Singapore,235 ms,5094 kB/s
47.236.144.156,80,false,SIN,Asia Pacific,Singapore,219 ms,5089 kB/s
8.218.18.132,2052,false,HKG,Asia Pacific,Hong Kong,59 ms,5083 kB/s
47.243.183.127,2052,false,HKG,Asia Pacific,Hong Kong,59 ms,5080 kB/s
47.236.144.196,8080,false,SIN,Asia Pacific,Singapore,231 ms,5079 kB/s
47.242.157.96,80,false,HKG,Asia Pacific,Hong Kong,60 ms,5077 kB/s
47.243.107.148,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,5074 kB/s
8.219.163.195,2086,false,SIN,Asia Pacific,Singapore,220 ms,5072 kB/s
8.219.98.13,2095,false,SIN,Asia Pacific,Singapore,231 ms,5068 kB/s
47.236.102.102,8880,false,SIN,Asia Pacific,Singapore,226 ms,5064 kB/s
47.243.169.63,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,5060 kB/s
47.76.146.1,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,5058 kB/s
47.236.121.23,2052,false,SIN,Asia Pacific,Singapore,225 ms,5053 kB/s
8.219.248.47,80,false,SIN,Asia Pacific,Singapore,225 ms,5052 kB/s
47.245.114.163,2086,false,SIN,Asia Pacific,Singapore,238 ms,5051 kB/s
47.237.95.156,80,false,SIN,Asia Pacific,Singapore,231 ms,5039 kB/s
8.219.163.195,2095,false,SIN,Asia Pacific,Singapore,222 ms,5028 kB/s
47.236.167.231,2082,false,SIN,Asia Pacific,Singapore,224 ms,5020 kB/s
47.236.149.107,8080,false,SIN,Asia Pacific,Singapore,247 ms,5017 kB/s
47.236.170.54,80,false,SIN,Asia Pacific,Singapore,229 ms,5017 kB/s
8.219.120.87,2095,false,SIN,Asia Pacific,Singapore,222 ms,5014 kB/s
8.218.155.238,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,5011 kB/s
8.219.248.47,2082,false,SIN,Asia Pacific,Singapore,233 ms,5010 kB/s
8.222.179.231,2082,false,SIN,Asia Pacific,Singapore,222 ms,5008 kB/s
47.236.170.54,2086,false,SIN,Asia Pacific,Singapore,226 ms,4994 kB/s
8.219.97.50,2052,false,SIN,Asia Pacific,Singapore,225 ms,4982 kB/s
8.210.192.93,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,4980 kB/s
8.218.122.55,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,4980 kB/s
47.245.102.52,2082,false,SIN,Asia Pacific,Singapore,243 ms,4968 kB/s
47.236.180.51,8880,false,SIN,Asia Pacific,Singapore,222 ms,4967 kB/s
47.236.121.23,2095,false,SIN,Asia Pacific,Singapore,230 ms,4967 kB/s
47.236.83.239,2052,false,SIN,Asia Pacific,Singapore,227 ms,4966 kB/s
47.236.146.249,8880,false,SIN,Asia Pacific,Singapore,238 ms,4966 kB/s
47.236.167.231,8080,false,SIN,Asia Pacific,Singapore,218 ms,4965 kB/s
47.237.95.146,2052,false,SIN,Asia Pacific,Singapore,249 ms,4957 kB/s
47.236.17.193,2095,false,SIN,Asia Pacific,Singapore,219 ms,4957 kB/s
8.217.207.60,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,4955 kB/s
47.236.144.208,2082,false,SIN,Asia Pacific,Singapore,243 ms,4952 kB/s
8.219.189.143,2086,false,SIN,Asia Pacific,Singapore,224 ms,4952 kB/s
8.219.132.64,2082,false,SIN,Asia Pacific,Singapore,235 ms,4948 kB/s
8.219.120.87,2086,false,SIN,Asia Pacific,Singapore,229 ms,4940 kB/s
47.236.17.193,2086,false,SIN,Asia Pacific,Singapore,214 ms,4938 kB/s
47.236.165.25,80,false,SIN,Asia Pacific,Singapore,229 ms,4938 kB/s
47.236.237.90,2052,false,SIN,Asia Pacific,Singapore,230 ms,4934 kB/s
47.236.83.239,2086,false,SIN,Asia Pacific,Singapore,245 ms,4927 kB/s
47.236.10.182,2052,false,SIN,Asia Pacific,Singapore,233 ms,4924 kB/s
47.236.202.91,2052,false,SIN,Asia Pacific,Singapore,238 ms,4920 kB/s
47.245.118.70,2052,false,SIN,Asia Pacific,Singapore,227 ms,4918 kB/s
47.236.17.193,80,false,SIN,Asia Pacific,Singapore,224 ms,4908 kB/s
47.237.10.1,2052,false,SIN,Asia Pacific,Singapore,242 ms,4889 kB/s
8.222.179.231,2086,false,SIN,Asia Pacific,Singapore,224 ms,4888 kB/s
8.219.11.158,2095,false,SIN,Asia Pacific,Singapore,221 ms,4886 kB/s
47.245.114.163,2095,false,SIN,Asia Pacific,Singapore,245 ms,4882 kB/s
47.236.180.51,2052,false,SIN,Asia Pacific,Singapore,261 ms,4881 kB/s
47.236.75.113,8080,false,SIN,Asia Pacific,Singapore,225 ms,4879 kB/s
47.236.83.239,2082,false,SIN,Asia Pacific,Singapore,240 ms,4878 kB/s
47.236.5.223,8080,false,SIN,Asia Pacific,Singapore,249 ms,4876 kB/s
8.219.110.81,8080,false,SIN,Asia Pacific,Singapore,227 ms,4875 kB/s
47.237.95.13,8080,false,SIN,Asia Pacific,Singapore,241 ms,4866 kB/s
47.236.75.113,2082,false,SIN,Asia Pacific,Singapore,254 ms,4865 kB/s
47.236.205.188,80,false,SIN,Asia Pacific,Singapore,236 ms,4863 kB/s
8.218.48.92,2082,false,HKG,Asia Pacific,Hong Kong,64 ms,4862 kB/s
8.219.97.50,2086,false,SIN,Asia Pacific,Singapore,250 ms,4859 kB/s
8.219.83.71,8880,false,SIN,Asia Pacific,Singapore,230 ms,4853 kB/s
47.236.149.107,2095,false,SIN,Asia Pacific,Singapore,241 ms,4850 kB/s
8.210.3.24,2052,false,HKG,Asia Pacific,Hong Kong,57 ms,4847 kB/s
47.236.123.133,2052,false,SIN,Asia Pacific,Singapore,229 ms,4832 kB/s
8.210.3.24,80,false,HKG,Asia Pacific,Hong Kong,60 ms,4819 kB/s
47.245.102.52,8080,false,SIN,Asia Pacific,Singapore,241 ms,4814 kB/s
47.242.232.14,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,4809 kB/s
47.236.93.176,2086,false,SIN,Asia Pacific,Singapore,223 ms,4807 kB/s
47.236.180.51,8080,false,SIN,Asia Pacific,Singapore,228 ms,4801 kB/s
47.236.10.100,80,false,SIN,Asia Pacific,Singapore,222 ms,4799 kB/s
8.219.220.88,80,false,SIN,Asia Pacific,Singapore,243 ms,4796 kB/s
47.236.83.239,8880,false,SIN,Asia Pacific,Singapore,233 ms,4795 kB/s
47.236.93.176,2095,false,SIN,Asia Pacific,Singapore,244 ms,4793 kB/s
8.210.175.109,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,4793 kB/s
47.236.87.246,80,false,SIN,Asia Pacific,Singapore,231 ms,4788 kB/s
8.219.98.13,8880,false,SIN,Asia Pacific,Singapore,241 ms,4787 kB/s
47.236.104.11,8080,false,SIN,Asia Pacific,Singapore,228 ms,4784 kB/s
47.236.237.90,80,false,SIN,Asia Pacific,Singapore,234 ms,4776 kB/s
47.236.172.95,2052,false,SIN,Asia Pacific,Singapore,228 ms,4773 kB/s
8.219.220.88,2052,false,SIN,Asia Pacific,Singapore,238 ms,4770 kB/s
47.236.146.249,2082,false,SIN,Asia Pacific,Singapore,245 ms,4769 kB/s
8.222.165.117,2095,false,SIN,Asia Pacific,Singapore,231 ms,4765 kB/s
47.236.172.71,2082,false,SIN,Asia Pacific,Singapore,226 ms,4762 kB/s
47.236.149.107,80,false,SIN,Asia Pacific,Singapore,219 ms,4760 kB/s
47.245.114.163,2082,false,SIN,Asia Pacific,Singapore,233 ms,4759 kB/s
47.236.75.113,8880,false,SIN,Asia Pacific,Singapore,250 ms,4757 kB/s
47.236.164.215,8080,false,SIN,Asia Pacific,Singapore,229 ms,4755 kB/s
47.236.169.15,80,false,SIN,Asia Pacific,Singapore,232 ms,4753 kB/s
47.236.104.11,8880,false,SIN,Asia Pacific,Singapore,220 ms,4747 kB/s
47.236.172.95,80,false,SIN,Asia Pacific,Singapore,239 ms,4743 kB/s
47.236.166.131,2052,false,SIN,Asia Pacific,Singapore,239 ms,4738 kB/s
47.236.104.11,2095,false,SIN,Asia Pacific,Singapore,219 ms,4736 kB/s
47.237.84.173,8080,false,SIN,Asia Pacific,Singapore,249 ms,4731 kB/s
